Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Previous_Semester_SGPA,Cleared_in_First_Attempt
69,5.3,4.3,4.9,6.73,Yes
71,1.2,0.4,9.2,5.42,No
66,3.5,1.8,5.9,5.55,No
71,3.6,3.4,5.4,5.72,No
75,3.8,0.7,7.4,5.34,Yes
90,3.3,5.2,6.3,5.92,Yes
61,4.9,2.5,7.1,5.38,No
88,1.8,6.3,9.0,4.86,No
65,2.1,3.7,9.1,5.81,No
78,0.6,2.9,6.7,6.76,No
73,2.8,1.7,6.0,4.14,No
55,4.6,1.7,4.7,5.22,No
47,3.2,1.5,4.1,5.58,No
76,4.5,4.1,7.7,6.21,No
52,2.8,5.3,6.4,5.25,Yes
55,0.4,4.3,5.8,3.94,No
64,2.9,1.2,6.9,5.69,No
86,1.7,3.5,6.0,,No
90,2.4,3.3,7.1,6.67,Yes
49,0.8,3.0,6.5,4.21,No
28,4.2,0.4,4.9,4.48,No
67,4.2,0.0,5.6,5.59,No
59,3.7,2.5,7.3,4.18,No
94,1.6,2.3,5.7,5.17,No
80,2.5,5.1,5.6,6.81,No
57,1.1,4.6,8.4,5.05,No
49,0.5,4.0,6.6,4.65,No
76,3.4,2.4,7.5,5.3,No
60,4.2,5.5,7.9,5.59,No
57,3.6,6.2,7.1,4.71,No
74,1.5,4.5,5.5,4.47,No
54,4.4,2.7,7.1,5.04,Yes
73,5.4,3.2,9.4,5.87,No
76,3.2,7.3,5.9,5.62,No
49,4.7,,7.8,5.25,Yes
76,2.1,5.4,7.7,6.09,No
69,1.6,3.1,5.6,5.29,No
39,0.0,2.1,4.5,5.29,No
73,3.6,2.2,6.4,6.22,Yes
59,3.5,0.0,4.9,6.14,Yes
64,2.4,2.6,3.1,5.27,No
79,3.0,6.3,5.7,5.35,No
63,0.7,3.9,6.6,6.07,No
94,2.7,2.9,8.5,6.53,No
32,2.6,1.8,5.2,4.14,No
72,2.0,4.3,6.3,6.02,No
57,3.3,4.3,7.3,5.07,Yes
59,2.9,4.3,4.6,5.06,No
54,3.7,2.6,6.4,4.79,No
79,2.9,2.9,6.2,4.79,Yes
50,1.6,3.5,4.4,5.07,No
93,4.3,1.4,5.7,7.2,Yes
81,1.8,5.2,4.9,5.42,No
59,5.4,1.7,6.9,5.71,No
63,4.0,6.6,6.3,4.63,No
82,6.9,3.9,6.5,6.32,No
72,1.8,4.2,6.3,3.93,No
89,2.8,1.4,5.9,,No
66,2.6,3.8,6.6,4.97,Yes
84,2.8,4.9,6.8,6.14,No
80,2.7,3.9,5.6,5.46,No
80,3.6,3.7,7.1,6.4,Yes
67,4.1,3.1,4.7,6.28,No
77,4.2,4.1,7.0,5.81,No
63,4.7,2.9,8.1,6.84,No
58,0.0,4.0,6.6,4.23,No
72,5.2,5.8,4.7,4.6,No
80,2.4,5.3,6.1,5.87,No
70,4.5,3.8,6.4,5.57,Yes
49,,1.8,4.2,5.33,No
65,5.5,3.2,7.1,6.35,Yes
73,5.5,4.2,7.9,5.75,No
93,4.6,4.3,7.8,5.81,No
83,5.5,5.2,5.0,5.75,No
86,1.5,1.7,7.1,5.25,No
35,6.2,5.1,8.6,5.82,Yes
97,2.6,4.5,5.7,5.78,No
77,1.9,5.4,7.5,4.83,No
52,0.9,1.6,5.6,6.13,No
51,2.5,8.0,7.5,4.56,No
60,0.0,2.0,5.3,3.18,No
57,2.6,2.5,6.6,5.99,No
74,2.9,2.5,7.5,6.76,No
59,3.8,4.4,7.0,4.25,Yes
74,2.2,3.9,6.5,4.68,No
67,1.4,3.1,6.8,5.1,No
85,3.2,5.8,7.1,6.14,No
68,4.2,4.7,5.6,5.5,No
45,3.3,2.8,4.3,6.09,No
53,0.0,1.9,5.0,4.4,No
78,4.1,,6.4,5.59,Yes
92,5.2,2.1,8.4,7.21,Yes
76,4.5,4.5,4.5,5.81,Yes
100,4.9,0.0,5.0,7.56,No
40,,3.4,8.5,3.95,No
72,3.0,5.8,6.5,5.19,No
46,2.7,4.2,5.4,5.24,No
79,3.9,6.0,6.3,5.68,No
89,3.4,2.7,5.8,6.25,Yes
48,4.0,3.9,6.0,5.13,No
85,2.1,3.2,6.8,4.37,No
98,2.9,3.6,6.2,6.54,Yes
56,3.7,2.1,7.1,3.97,No
95,3.4,3.6,5.6,6.29,Yes
57,0.3,3.1,7.2,4.7,No
72,5.3,2.8,6.1,5.58,No
100,5.7,2.7,8.3,6.89,Yes
62,2.4,2.9,7.8,4.66,No
65,2.1,4.9,7.4,4.1,No
69,2.1,3.8,6.6,5.91,No
63,2.7,3.1,5.9,4.26,No
97,2.9,4.2,5.6,5.08,No
72,2.1,4.1,5.6,4.82,No
97,5.9,3.2,7.3,6.47,Yes
85,3.4,1.7,6.1,5.4,Yes
52,4.2,0.0,7.6,7.13,No
83,4.5,6.1,6.7,6.89,No
68,4.8,3.3,5.9,4.63,No
71,4.0,2.2,6.4,6.07,Yes
98,2.8,2.3,6.5,7.03,No
62,2.9,4.9,6.3,3.61,No
69,4.3,6.6,5.1,5.18,Yes
94,4.7,5.0,6.2,6.54,Yes
67,0.8,2.2,6.6,4.64,No
74,5.0,6.0,5.8,5.29,No
65,6.5,6.2,6.5,4.96,No
65,2.3,0.5,6.8,5.81,No
60,,6.0,7.2,4.83,No
50,4.6,2.1,6.5,6.05,No
60,1.2,3.9,5.5,4.76,No
75,3.7,6.2,5.4,6.68,No
55,3.6,2.2,7.7,6.69,No
66,0.5,4.7,7.2,6.02,No
85,0.9,4.9,5.3,5.12,No
71,6.1,4.1,5.9,4.63,No
100,3.7,1.8,8.1,7.47,No
79,3.4,3.8,5.5,4.93,No
42,5.4,2.3,10.0,6.16,Yes
55,5.4,4.6,7.1,6.86,No
33,1.2,5.5,6.9,3.63,No
66,2.3,5.7,7.6,5.08,No
90,2.7,5.3,5.8,6.13,No
73,3.8,0.8,7.8,6.74,Yes
59,1.8,1.5,7.4,6.49,No
94,6.3,1.4,7.0,8.29,Yes
57,0.0,3.1,7.1,3.94,No
80,0.6,4.9,8.8,5.44,No
58,2.4,,7.9,,Yes
76,,2.7,5.7,5.28,No
62,6.5,0.9,5.8,5.87,No
52,3.5,5.4,7.7,6.3,No
45,3.5,4.5,6.6,5.63,No
77,4.3,4.1,6.8,6.85,No
83,3.1,2.6,6.3,5.34,No
78,2.7,4.1,6.0,6.86,No
70,2.2,2.6,7.2,6.95,Yes
45,3.0,3.4,6.7,5.24,No
71,5.1,4.7,5.1,5.52,No
72,2.6,1.7,5.8,7.06,No
100,2.8,3.7,7.8,5.73,Yes
63,2.3,5.5,6.1,4.56,No
64,2.9,6.4,6.4,4.56,Yes
73,3.7,1.7,8.0,6.14,Yes
68,1.4,3.8,6.9,4.12,No
68,4.1,2.6,6.5,6.43,No
52,3.3,5.6,4.7,5.14,No
76,4.0,1.8,7.1,6.75,Yes
67,4.1,4.5,5.3,5.82,Yes
50,1.8,0.5,7.2,5.19,No
61,2.5,4.3,4.2,5.6,No
51,1.2,4.9,5.1,4.74,No
68,2.2,2.6,6.8,5.2,No
91,2.5,0.2,8.0,6.0,No
58,5.6,5.1,3.9,5.08,No
68,4.1,0.6,6.9,6.75,Yes
70,1.2,0.6,6.9,5.5,No
90,1.2,4.2,,5.48,No
69,6.5,4.8,7.3,6.45,Yes
52,3.5,,5.8,5.64,No
100,0.6,0.7,5.2,5.85,Yes
85,1.9,0.7,5.4,6.47,No
34,0.7,3.3,4.1,4.19,No
74,2.8,5.7,5.2,5.82,No
86,3.2,5.6,8.7,5.97,Yes
70,5.0,3.6,9.4,6.24,No
75,1.1,2.9,5.4,5.79,No
69,2.1,0.6,6.2,5.63,No
63,3.5,2.9,8.1,4.81,No
51,4.1,2.2,5.8,5.72,No
63,4.7,5.3,9.2,4.78,No
34,0.2,3.5,8.1,3.07,No
96,3.3,2.7,6.7,7.33,No
70,3.7,3.1,6.8,5.24,Yes
50,4.3,3.3,8.0,5.89,No
70,2.9,4.1,6.5,6.01,No
89,3.7,5.8,4.6,6.29,Yes
80,5.2,2.0,6.2,5.78,Yes
54,2.8,0.8,8.2,4.91,No
64,3.2,1.8,6.2,5.98,Yes
83,2.9,3.1,,5.84,Yes
59,2.5,2.8,6.2,4.91,No
75,1.0,1.8,7.9,5.66,No
61,2.5,7.5,,5.1,No
68,4.1,5.2,7.9,5.02,No
87,4.0,2.3,6.4,6.82,Yes
60,2.9,3.5,7.6,5.39,Yes
44,,4.7,5.8,3.83,No
100,0.3,4.4,7.3,5.41,No
65,4.7,3.8,7.5,5.21,Yes
75,0.0,2.2,8.1,5.6,No
100,1.0,4.5,6.3,5.0,Yes
78,3.0,4.4,6.4,4.84,No
68,3.9,3.6,4.8,5.9,No
70,5.2,2.8,7.9,7.06,No
99,4.5,3.5,4.8,7.03,Yes
83,4.1,3.5,3.4,,Yes
62,3.6,0.0,6.5,,No
83,0.0,2.0,5.8,4.98,Yes
61,3.7,2.6,7.7,5.59,No
74,4.6,2.6,7.6,5.59,Yes
80,0.7,1.5,4.1,3.84,No
59,3.3,1.1,7.6,6.65,No
63,0.6,3.5,5.2,5.49,No
62,4.2,4.9,6.9,3.97,No
51,1.6,2.3,8.8,5.44,No
71,6.6,4.6,6.2,7.36,No
68,4.3,3.1,7.3,5.33,Yes
74,3.3,5.1,6.8,5.12,No
75,3.0,4.0,6.1,5.94,No
62,4.2,2.9,6.3,6.75,No
82,4.0,7.1,5.4,5.75,No
71,3.5,2.8,6.1,6.77,No
48,1.3,3.7,7.9,5.08,Yes
75,4.2,4.7,7.2,4.97,Yes
60,2.2,2.2,7.0,5.52,No
29,0.7,1.6,8.7,4.48,No
97,2.8,4.0,8.2,7.04,No
41,2.4,4.0,6.6,4.4,No
55,3.4,,4.9,4.69,No
65,2.6,4.1,5.8,4.45,No
72,2.1,4.4,4.6,5.34,No
72,3.8,2.1,6.2,4.97,No
64,3.8,4.9,8.4,5.81,No
45,0.5,2.0,5.0,,No
76,2.6,4.7,7.1,4.78,No
54,3.3,6.0,5.6,5.33,No
78,1.7,4.0,6.2,5.52,No
78,,2.6,7.5,5.02,Yes
70,3.0,5.2,,5.0,No
54,2.7,3.6,7.3,4.85,No
62,2.0,3.8,6.4,5.54,No
97,2.4,,6.2,6.14,No
67,4.6,6.9,6.0,4.86,No
46,5.1,,6.8,5.3,No
80,1.8,4.2,7.6,4.17,No
59,2.7,2.5,6.2,6.7,No
87,1.6,3.7,7.1,4.71,No
34,2.9,4.9,8.2,4.52,No
74,3.4,3.7,6.3,4.74,No
99,3.1,6.1,4.9,6.36,No
81,0.0,6.5,7.4,3.98,No
80,4.8,5.9,8.7,5.85,Yes
57,2.3,,6.9,4.83,No
54,1.2,2.3,6.1,5.43,No
62,1.7,2.5,6.0,4.44,No
78,4.6,3.3,5.8,7.22,No
66,4.1,1.9,,5.93,Yes
46,2.9,,5.8,4.64,No
80,2.9,2.7,7.7,5.71,Yes
70,1.1,4.2,7.0,5.46,No
75,4.5,3.0,4.4,5.16,No
64,4.4,4.6,7.0,6.21,No
71,4.9,1.9,5.0,5.99,Yes
78,3.3,1.4,6.7,5.83,Yes
63,4.8,3.1,7.0,4.43,Yes
56,1.7,4.9,7.5,4.41,No
49,3.1,4.2,7.4,4.82,No
69,4.4,3.6,7.2,5.24,Yes
72,4.1,4.9,7.7,5.95,No
82,5.4,4.5,7.1,6.15,Yes
80,2.1,5.9,6.6,5.53,No
69,4.3,3.1,5.7,5.81,No
72,1.2,4.4,5.9,4.41,No
95,0.3,5.0,5.8,5.29,No
79,3.6,2.8,6.3,4.89,No
73,5.7,4.3,8.0,4.92,No
55,5.2,5.2,7.2,3.89,No
62,1.7,4.2,5.6,4.4,No
46,3.0,1.5,6.9,5.07,No
74,1.3,,,5.46,No
58,3.2,4.8,6.2,6.47,No
54,4.0,1.1,7.0,4.79,No
75,2.4,3.9,5.4,6.19,No
85,3.4,4.5,6.3,6.1,Yes
59,2.0,5.1,6.3,4.19,No
64,2.1,3.2,5.6,5.74,No
65,1.6,3.9,7.8,4.72,No
91,1.7,0.7,7.5,6.53,No
52,5.6,5.0,6.9,4.82,No
31,3.8,2.5,,3.6,No
76,0.3,4.4,8.2,5.33,No
30,3.7,1.8,6.6,4.74,No
54,3.7,4.3,6.5,4.99,No
99,5.8,3.8,8.6,7.17,No
68,1.2,3.2,7.1,4.77,No
75,3.9,0.0,6.1,5.65,Yes
83,2.9,2.0,5.9,,Yes
47,3.4,3.9,5.6,7.13,No
73,4.0,1.7,6.9,6.22,No
43,0.0,3.3,8.9,5.64,No
58,3.8,2.5,6.5,5.4,No
68,3.9,5.1,5.3,8.06,No
55,3.4,0.9,5.6,5.23,No
68,1.4,2.8,5.9,4.89,No
82,2.8,3.2,7.4,5.76,No
57,5.1,5.4,7.1,6.01,No
77,2.9,4.3,6.6,5.62,Yes
54,4.2,4.9,7.6,4.62,Yes
87,3.8,2.9,7.8,7.46,Yes
80,4.7,3.4,6.2,5.73,No
80,5.4,3.3,6.1,6.12,Yes
82,0.0,3.7,7.7,5.32,No
100,2.0,4.7,7.7,5.76,No
73,,4.4,6.2,6.85,Yes
56,6.2,,3.7,6.64,No
79,4.6,5.0,7.7,5.51,No
72,3.8,3.7,6.2,5.34,No
73,3.8,2.4,5.1,4.61,Yes
74,1.6,4.4,7.6,5.8,No
44,3.8,0.9,7.8,6.12,Yes
56,0.7,2.5,7.3,5.71,No
48,3.2,3.8,7.4,6.55,Yes
100,3.7,5.2,7.7,5.54,Yes
99,4.4,3.2,6.0,6.1,Yes
100,0.8,4.0,7.8,6.57,Yes
96,2.5,2.7,6.1,5.7,Yes
68,1.1,6.7,5.3,3.94,No
52,5.0,5.0,7.1,5.85,No
71,5.6,3.9,5.6,6.95,Yes
98,4.4,4.7,6.4,7.15,No
74,1.1,2.8,5.2,5.21,No
71,3.0,2.9,5.8,5.55,No
72,3.8,5.0,7.2,6.09,No
71,3.4,4.6,7.4,4.73,No
69,3.8,4.4,6.6,6.25,No
64,3.3,1.6,5.6,6.83,Yes
90,3.4,4.5,7.4,5.46,Yes
55,1.5,4.9,8.2,4.54,No
72,4.3,4.7,5.4,,Yes
63,0.4,5.0,6.1,5.31,No
53,4.4,4.0,6.1,5.27,No
61,0.0,5.8,5.3,4.26,No
56,4.8,5.4,5.6,6.87,No
51,3.0,3.8,6.5,4.33,No
74,2.4,1.9,6.9,5.5,No
91,4.8,4.0,8.6,5.4,Yes
55,4.1,3.4,5.5,5.4,No
62,2.3,5.2,5.0,4.2,No
66,5.3,2.5,4.3,5.8,No
73,3.0,1.4,7.0,6.87,Yes
74,3.0,,7.4,6.76,Yes
79,3.5,5.4,6.0,4.56,No
52,3.5,5.5,6.5,4.94,No
45,3.2,6.6,5.4,4.69,No
56,4.3,6.6,6.2,4.7,No
59,2.6,6.0,6.9,5.5,No
62,4.4,4.7,9.3,5.12,No
53,1.6,2.9,5.1,4.28,No
69,3.2,2.6,5.1,5.68,No
75,3.6,3.6,5.1,4.73,No
82,2.0,5.1,6.2,6.32,No
57,2.7,2.0,8.3,5.17,No
71,4.0,1.9,6.2,,Yes
84,1.7,4.4,6.8,4.93,No
44,4.1,2.0,4.8,5.29,No
60,3.8,1.1,4.9,5.5,No
50,2.9,3.3,,5.09,No
74,2.4,4.7,9.5,5.42,No
97,1.7,2.4,4.6,6.53,Yes
59,5.6,1.7,7.9,7.41,Yes
89,2.4,1.7,6.1,6.82,Yes
85,0.9,3.7,4.8,4.81,No
71,1.2,3.3,4.9,6.0,No
64,3.4,2.6,8.4,5.71,Yes
62,2.1,3.0,6.0,5.41,No
95,0.8,4.0,6.5,6.14,Yes
58,1.6,3.6,8.0,5.43,No
76,4.6,2.5,6.7,6.52,No
58,4.4,5.2,7.5,6.33,Yes
45,0.8,5.5,6.4,4.09,No
57,0.0,2.2,5.7,5.42,No
92,5.4,1.6,5.8,7.1,Yes
88,1.0,3.4,8.0,6.0,No
62,2.2,4.2,7.0,4.99,No
100,3.0,3.5,6.6,6.74,Yes
91,0.6,6.8,4.5,4.98,No
59,3.5,3.8,7.5,5.16,No
66,1.0,3.8,9.2,5.65,No
66,2.1,4.4,7.1,4.31,No
59,6.1,,6.1,6.34,Yes
78,2.5,3.8,7.2,6.66,Yes
74,2.9,1.3,8.0,4.51,Yes
77,1.0,3.0,4.7,4.42,No
78,0.0,3.1,5.2,5.14,No
74,4.5,4.3,5.8,,No
56,4.4,5.5,6.9,5.0,Yes
67,3.5,3.9,5.4,4.14,No
69,2.9,2.7,6.6,6.04,No
67,3.3,1.3,3.8,5.87,No
80,5.3,6.1,6.5,5.7,Yes
69,4.2,2.9,7.6,6.67,No
92,4.2,4.9,6.7,6.7,Yes
67,3.2,4.0,8.1,5.36,No
93,1.1,5.3,6.3,5.97,No
67,2.0,1.1,7.3,4.88,Yes
73,0.0,1.8,6.5,5.38,No
74,2.4,2.3,8.7,5.87,Yes
48,1.3,6.8,6.2,4.49,No
48,6.0,2.0,3.8,4.56,Yes
73,,2.7,5.3,6.86,No
52,5.8,2.9,7.5,5.88,No
77,1.5,4.9,7.5,4.42,No
93,4.8,6.9,6.0,7.14,Yes
57,3.7,4.9,4.9,5.69,No
65,4.5,,7.0,4.74,No
34,2.7,1.0,5.8,6.4,No
39,2.8,4.7,6.7,4.49,No
78,3.9,4.0,6.3,5.73,No
70,3.2,4.0,6.4,5.86,No
57,2.3,3.9,7.2,6.09,No
29,0.9,4.2,4.1,2.74,No
63,5.3,6.0,6.8,4.0,No
71,0.4,1.0,6.5,4.95,No
89,3.6,4.5,7.6,6.93,No
65,3.1,4.1,6.3,5.33,Yes
100,0.0,4.2,7.0,6.26,Yes
63,3.3,1.8,6.8,6.36,Yes
52,3.0,1.8,5.8,4.67,No
94,3.1,3.2,6.1,7.11,Yes
91,3.8,4.2,7.6,,Yes
90,0.8,4.5,5.5,5.56,No
96,4.1,4.4,6.9,6.61,Yes
79,1.8,5.7,6.0,5.37,No
59,2.4,4.0,6.5,5.09,No
41,2.9,3.0,6.8,5.44,No
68,4.9,7.1,5.1,6.0,No
55,2.8,3.9,8.3,4.94,Yes
67,1.6,4.0,7.0,5.63,No
37,4.9,2.8,6.4,4.61,No
44,1.4,3.3,5.9,5.03,No
76,2.2,3.4,8.2,6.88,Yes
74,5.0,5.1,9.8,6.53,Yes
62,3.9,3.9,5.4,4.45,No
46,2.0,4.4,6.5,4.32,No
72,1.5,2.0,6.7,4.94,No
62,3.9,3.2,6.4,5.27,No
61,1.0,6.1,7.1,4.8,No
87,5.0,4.2,5.8,6.28,Yes
91,3.4,3.1,7.0,5.98,Yes
77,1.8,3.3,5.7,5.73,No
75,3.9,0.8,5.9,5.74,No
90,6.2,3.1,5.6,5.58,No
68,4.0,,6.7,5.44,No
60,2.6,1.6,7.9,5.72,No
70,3.9,4.8,5.4,4.74,No
82,5.8,4.9,6.0,6.23,No
73,4.8,,5.5,7.33,Yes
36,2.9,3.8,9.8,3.51,No
86,3.1,5.6,7.3,6.42,No
76,3.8,1.4,4.9,5.75,No
75,3.0,4.6,7.2,5.52,Yes
82,2.0,1.9,8.8,5.33,No
67,4.6,4.8,5.1,5.8,No
74,3.7,1.9,7.5,5.76,No
82,4.7,5.4,5.9,5.84,No
78,1.2,2.9,5.8,5.29,No
56,2.8,1.1,6.5,5.95,Yes
66,2.4,3.2,7.4,5.53,No
61,2.2,2.1,5.3,4.78,No
67,2.6,5.1,7.7,6.32,No
89,1.6,5.7,7.4,4.65,Yes
85,5.1,2.6,7.0,7.53,No
82,2.3,4.1,7.5,4.78,No
50,2.4,4.1,6.7,5.52,No
63,3.1,2.7,8.4,5.32,No
31,4.7,3.4,4.8,5.93,Yes
70,0.2,2.8,5.6,4.56,No
65,3.8,2.7,5.9,5.98,Yes
65,1.7,4.8,6.3,4.43,No
87,1.3,3.5,5.0,5.59,No
60,2.0,4.8,6.3,5.08,No
76,1.8,5.8,6.9,4.76,No
91,3.6,3.8,6.4,6.24,Yes
72,0.0,2.0,5.4,6.85,No
85,1.6,4.1,6.1,5.5,No
80,4.6,4.0,6.0,7.07,No
60,4.8,2.9,6.8,5.12,No
75,2.2,4.6,7.3,5.22,No
96,1.3,2.9,4.7,5.55,No
68,2.0,3.0,6.6,4.04,No
66,3.4,2.6,5.2,6.15,No
71,4.0,3.8,6.6,4.95,No
100,3.1,3.9,9.2,5.97,Yes
61,3.6,3.9,5.6,5.0,No
65,3.7,4.6,5.8,4.62,No
68,3.1,3.9,6.8,5.68,No
62,3.5,2.5,7.7,6.17,Yes
69,6.6,3.6,7.4,6.94,Yes
47,2.1,1.9,8.2,5.06,No
58,1.0,5.5,5.1,3.8,No
57,5.8,1.1,6.0,5.72,No
53,5.7,3.6,6.2,4.99,No
81,5.8,3.9,7.0,6.3,No
83,2.3,5.1,5.5,5.24,No
79,4.1,2.5,,6.24,No
65,3.8,4.2,6.5,5.35,No
59,0.2,0.8,6.5,4.29,No
74,2.3,4.4,5.4,4.74,No
63,2.0,3.8,7.7,5.05,No
50,2.3,2.4,6.9,5.99,No
95,4.3,3.0,4.9,7.44,No
40,1.8,4.0,6.8,4.27,No
90,2.6,3.6,6.8,5.34,No
55,4.1,3.7,7.7,6.48,No
62,1.5,3.5,6.6,3.32,No
72,1.4,3.6,7.1,4.26,No
91,2.1,5.2,6.1,5.67,No
64,3.1,4.6,5.2,5.01,No
60,4.2,3.9,6.0,3.5,Yes
100,3.2,3.8,7.8,5.19,No
83,0.0,3.1,7.8,5.43,No
87,2.7,5.9,5.2,,Yes
100,3.1,2.6,4.6,6.67,Yes
76,2.2,1.3,5.7,5.39,Yes
78,2.8,1.9,4.9,5.8,No
73,1.3,,10.0,5.54,No
89,1.4,4.8,7.2,5.36,Yes
64,1.7,1.3,7.6,6.09,No
59,2.5,5.2,7.7,5.69,No
82,1.9,2.7,5.8,6.42,No
70,4.3,1.2,4.5,6.84,Yes
69,3.8,3.3,7.7,6.13,No
57,4.4,6.0,5.9,4.35,No
43,3.1,2.9,7.9,5.15,No
45,2.0,6.9,4.2,2.75,No
83,2.7,1.3,5.8,6.11,No
51,2.8,3.9,6.3,4.52,No
84,4.0,4.2,6.9,5.91,Yes
100,2.5,4.8,6.0,,No
87,2.7,4.9,6.7,5.82,No
75,2.3,3.6,6.1,4.89,No
74,3.9,5.3,8.9,5.06,No
52,6.3,2.6,7.2,5.52,No
83,4.3,2.7,8.8,6.23,Yes
100,2.8,3.1,7.0,5.35,Yes
49,3.9,3.1,7.3,5.69,No
74,0.1,3.8,5.3,5.27,Yes
67,,4.5,7.2,5.53,Yes
79,2.7,3.3,6.3,5.93,No
68,3.0,2.6,9.1,6.59,Yes
96,4.2,4.6,6.2,7.0,Yes
73,1.6,4.3,8.3,5.89,No
83,4.9,2.4,3.3,6.89,Yes
86,4.1,1.3,6.4,7.02,Yes
72,4.2,4.8,6.6,4.83,No
62,3.0,4.0,6.8,5.06,No
68,2.7,1.2,6.5,5.0,Yes
82,2.9,4.5,8.5,5.14,Yes
90,2.7,3.6,7.4,6.38,No
66,3.0,4.4,6.6,5.68,No
85,3.5,3.1,7.4,6.63,Yes
58,4.9,2.5,5.7,5.35,No
43,2.1,6.5,6.1,3.72,No
70,3.2,5.1,6.3,4.89,No
49,1.1,3.9,7.1,4.65,No
84,3.5,3.1,3.6,6.76,No
81,0.5,5.7,7.0,3.96,Yes
97,1.7,7.4,5.8,6.31,No
80,2.5,2.4,7.5,5.47,Yes
93,0.6,3.6,7.6,5.38,Yes
100,1.8,3.1,6.5,7.23,Yes
58,4.1,3.7,4.1,4.8,No
56,0.0,7.1,6.2,2.9,No
73,3.2,2.0,5.0,5.42,No
58,4.2,3.4,6.4,4.6,Yes
67,5.9,1.3,6.7,7.38,Yes
43,1.6,5.0,6.4,4.03,No
69,3.0,2.0,6.2,6.03,No
61,5.0,2.2,6.5,6.38,No
66,1.7,3.6,,4.91,Yes
79,3.5,2.0,8.1,6.71,Yes
77,4.7,3.9,7.5,5.17,No
76,4.8,5.6,5.7,5.78,Yes
61,2.9,5.7,4.6,4.72,No
77,2.8,4.7,8.3,5.39,No
68,2.4,3.8,7.0,4.46,No
65,2.9,4.4,5.5,4.88,No
80,5.6,0.6,4.5,5.13,Yes
78,3.6,1.1,6.3,6.86,Yes
77,0.1,4.1,6.5,5.01,No
63,2.6,1.4,6.9,5.09,Yes
61,6.3,1.6,7.7,4.76,Yes
53,3.5,2.9,6.2,5.98,No
83,2.4,5.1,5.7,5.26,No
79,0.0,1.3,7.4,,No
81,5.0,5.6,6.0,7.41,Yes
44,6.9,2.1,7.1,6.99,No
70,4.4,2.1,6.0,6.41,No
47,3.0,,6.9,4.86,Yes
52,2.0,2.5,5.5,5.18,No
91,2.9,4.8,,5.47,Yes
55,2.6,1.4,7.4,5.16,No
62,4.3,3.9,7.3,5.35,No
63,4.1,1.0,6.4,5.56,Yes
56,3.4,1.2,6.7,5.31,No
55,3.6,4.1,6.3,4.82,Yes
43,,5.0,6.1,4.35,No
52,5.5,3.9,4.6,6.38,Yes
72,1.6,4.2,4.3,5.82,No
59,2.1,3.2,6.1,5.17,No
59,4.2,2.8,5.5,4.96,No
32,2.5,3.0,4.8,4.09,No
59,3.1,4.7,6.4,5.88,No
100,2.8,3.1,8.7,5.12,Yes
58,3.9,3.1,5.2,4.47,No
82,1.4,1.8,8.5,4.27,No
58,4.0,5.2,5.7,5.54,No
75,,4.2,7.3,4.28,No
93,6.2,5.1,5.0,7.18,Yes
69,1.9,3.0,8.1,5.32,Yes
62,2.8,5.4,6.2,4.01,No
71,1.2,1.5,8.0,6.1,No
55,1.9,1.8,6.6,,No
71,0.1,3.0,5.6,4.26,No
68,1.8,3.0,,5.84,No
74,2.3,4.4,7.6,5.94,No
38,4.8,4.2,6.7,5.18,Yes
70,4.8,1.1,6.2,6.58,Yes
78,,3.4,4.8,5.07,No
69,0.6,5.3,6.7,4.82,No
83,3.1,3.3,6.7,5.59,Yes
55,3.8,2.0,4.9,5.42,No
59,1.3,2.0,7.8,5.5,Yes
78,1.3,3.3,5.2,5.47,No
82,2.9,4.3,6.0,6.66,No
89,4.9,6.5,3.9,5.96,No
73,4.1,2.0,6.4,5.6,Yes
42,0.9,2.8,5.7,4.48,Yes
87,3.6,5.7,7.8,4.6,No
74,4.0,3.6,5.5,5.17,No
73,2.6,7.0,6.0,5.44,No
93,2.0,3.5,8.2,5.08,No
81,2.5,4.7,7.0,4.81,No
83,4.9,2.4,6.0,5.81,Yes
39,2.9,0.0,4.8,5.94,No
62,4.3,3.5,6.6,5.47,Yes
84,2.8,1.9,5.7,6.56,Yes
69,4.0,1.8,6.2,6.63,No
77,6.6,4.2,6.5,6.56,No
73,0.2,3.4,8.8,5.36,No
84,2.3,3.8,5.6,6.45,Yes
50,4.0,1.0,6.6,5.33,Yes
45,0.9,2.8,5.2,3.94,No
66,4.1,5.7,7.7,4.88,No
75,4.7,1.7,6.2,5.93,Yes
62,0.5,2.1,5.1,5.54,No
69,4.9,5.0,6.1,5.45,No
49,1.7,3.8,7.7,5.36,No
50,,3.6,4.8,6.16,No
59,3.2,3.9,7.7,7.27,No
82,3.9,2.0,5.5,6.46,Yes
76,1.2,1.6,6.7,4.69,No
80,1.4,1.2,8.0,5.87,Yes
83,1.0,5.7,6.8,7.44,No
100,2.6,1.1,6.7,7.09,Yes
47,2.7,3.6,6.3,4.88,No
57,5.1,2.7,4.9,7.08,Yes
90,2.2,5.2,6.8,4.17,No
67,,3.5,6.9,4.99,No
77,3.5,1.6,6.2,6.95,Yes
52,4.2,3.9,4.3,5.55,No
74,2.5,4.0,6.3,5.77,No
85,4.8,2.3,5.8,6.44,No
68,2.3,3.0,4.7,5.77,No
76,1.9,4.9,6.3,5.38,No
74,3.9,5.5,5.4,6.61,Yes
